online_order,book_table,rate,votes,location,cuisines,costing,listed_in(type)
No,No,3.700448817952718,0,Basavanagudi,2,250,Delivery
Yes,No,4.0,529,Ejipura,3,350,Delivery
No,No,3.7,19,Vasanth Nagar,3,1100,Cafes
No,No,3.700448817952718,0,Malleshwaram,2,150,Dine-out
Yes,No,3.7,34,Yeshwantpur,2,700,Delivery
Yes,No,4.2,49,Richmond Road,1,700,Delivery
No,No,3.1,1269,Indiranagar,1,400,Dine-out
Yes,No,3.700448817952718,0,BTM,2,300,Dine-out
No,No,3.7,25,Bellandur,1,200,Dine-out
Yes,No,4.0,89,Yeshwantpur,3,300,Dine-out
Yes,No,3.5,48,HSR,1,300,Delivery
Yes,No,4.1,124,MG Road,7,900,Cafes
Yes,No,3.9,42,Jayanagar,3,500,Dine-out
No,No,3.8,263,Indiranagar,2,650,Dine-out
Yes,No,3.5,235,HSR,5,400,Delivery
Yes,No,4.2,343,Rajajinagar,3,350,Delivery
Yes,No,3.700448817952718,0,JP Nagar,3,400,Delivery
No,No,3.9,155,Indiranagar,2,700,Delivery
Yes,No,4.1,172,Bellandur,3,450,Delivery
Yes,No,4.2,176,Commercial Street,3,800,Dine-out
Yes,No,4.0,261,Old Airport Road,2,400,Desserts
Yes,No,3.8,149,Old Airport Road,4,800,Dine-out
No,No,3.1,9,Rajajinagar,3,550,Delivery
Yes,No,3.700448817952718,0,JP Nagar,2,250,Dine-out
Yes,No,3.700448817952718,0,BTM,3,500,Delivery
No,No,4.5,198,Indiranagar,2,600,Dine-out
No,Yes,4.0,370,Jayanagar,4,1000,Dine-out
No,No,3.2,4,Basavanagudi,2,100,Dine-out
Yes,No,3.700448817952718,0,Ejipura,2,500,Delivery
Yes,No,3.9,669,BTM,1,500,Delivery
No,No,3.700448817952718,0,Bellandur,1,200,Desserts
Yes,No,3.1,21,Bannerghatta Road,2,250,Dine-out
Yes,Yes,4.5,506,Hennur,2,650,Desserts
Yes,No,3.6,19,BTM,3,350,Dine-out
No,No,3.4,9,Rajajinagar,2,350,Desserts
Yes,No,3.3,14,BTM,3,600,Dine-out
No,Yes,4.4,1154,BTM,4,1100,Buffet
No,No,3.1,7,Bannerghatta Road,3,700,Dine-out
No,No,3.700448817952718,0,Whitefield,2,300,Delivery
Yes,No,3.9,152,Koramangala 7th Block,2,500,Delivery
Yes,No,3.0,72,Koramangala 5th Block,3,600,Dine-out
Yes,No,4.2,169,Koramangala 4th Block,2,700,Delivery
Yes,No,3.4,589,Rajajinagar,4,600,Delivery
Yes,Yes,4.0,1509,Koramangala 3rd Block,2,900,Cafes
Yes,No,3.0,382,Marathahalli,1,1000,Dine-out
Yes,No,4.1,33,Cunningham Road,1,400,Desserts
No,No,3.7,32,Brookefield,1,200,Delivery
No,No,3.8,29,Koramangala 6th Block,2,800,Drinks & nightlife
Yes,No,3.7,21,BTM,3,500,Delivery
Yes,Yes,4.1,1338,HSR,2,800,Dine-out
Yes,No,3.7,46,BTM,3,150,Delivery
Yes,Yes,4.2,525,Shanti Nagar,5,800,Dine-out
Yes,No,3.9,176,Whitefield,1,350,Dine-out
Yes,No,3.6,22,Sarjapur Road,2,400,Delivery
Yes,No,3.700448817952718,0,Lavelle Road,1,600,Dine-out
No,No,3.4,7,Shanti Nagar,1,600,Delivery
Yes,No,3.700448817952718,0,BTM,1,200,Delivery
No,No,3.9,66,Brigade Road,2,200,Desserts
Yes,No,3.7,52,Kalyan Nagar,3,350,Dine-out
No,No,3.700448817952718,0,Shanti Nagar,3,300,Dine-out
Yes,No,4.0,79,Jayanagar,1,100,Delivery
Yes,Yes,4.1,612,Cunningham Road,6,1100,Delivery
Yes,No,4.1,61,Koramangala 5th Block,4,450,Desserts
Yes,No,3.6,33,Indiranagar,2,300,Delivery
Yes,No,3.2,7,Bommanahalli,2,250,Delivery
Yes,No,3.7,24,"ITPL Main Road, Whitefield",3,200,Delivery
Yes,No,3.8,36,"ITPL Main Road, Whitefield",2,300,Delivery
Yes,No,3.8,22,HSR,1,800,Delivery
No,No,3.700448817952718,0,Malleshwaram,2,200,Delivery
Yes,No,3.2,9,Koramangala 5th Block,1,200,Delivery
No,No,3.700448817952718,0,Banaswadi,1,200,Dine-out
Yes,No,3.4,20,Sarjapur Road,2,200,Delivery
No,No,3.700448817952718,0,Banashankari,2,100,Delivery
No,No,3.1,4,Basavanagudi,3,200,Delivery
Yes,Yes,3.2,21,Brookefield,3,400,Delivery
No,No,4.0,93,Bannerghatta Road,2,800,Desserts
Yes,No,3.700448817952718,0,Whitefield,3,300,Delivery
Yes,No,4.3,193,HBR Layout,7,700,Dine-out
Yes,No,4.2,288,St. Marks Road,2,500,Dine-out
No,No,3.700448817952718,0,Banaswadi,1,200,Delivery
Yes,Yes,4.2,149,Koramangala 5th Block,3,900,Delivery
Yes,Yes,4.4,4386,JP Nagar,3,600,Cafes
Yes,No,4.1,327,Kalyan Nagar,3,300,Delivery
Yes,No,3.7,126,Marathahalli,1,600,Delivery
Yes,No,4.0,204,BTM,2,500,Desserts
No,No,3.5,36,Rajajinagar,1,300,Delivery
No,No,3.9,88,Sarjapur Road,2,400,Dine-out
Yes,No,3.700448817952718,0,Whitefield,3,500,Dine-out
No,No,3.7,54,Bannerghatta Road,2,200,Desserts
No,No,3.8,89,JP Nagar,4,400,Dine-out
No,No,3.700448817952718,0,Frazer Town,1,400,Delivery
No,No,3.8,39,Old Airport Road,1,300,Delivery
Yes,Yes,3.9,46,HSR,7,300,Delivery
Yes,No,3.7,16,BTM,2,200,Delivery
Yes,No,4.0,270,Koramangala 1st Block,3,450,Dine-out
No,No,4.0,92,Whitefield,2,200,Desserts
Yes,No,4.1,274,Malleshwaram,3,600,Delivery
Yes,No,3.5,8,JP Nagar,2,250,Delivery
Yes,No,4.0,509,JP Nagar,4,1000,Dine-out
Yes,No,4.3,864,Banashankari,2,500,Delivery
Yes,No,3.0,168,Old Airport Road,2,450,Delivery
No,No,3.7,19,HSR,4,400,Delivery
Yes,No,3.6,51,Jeevan Bhima Nagar,4,450,Dine-out
Yes,No,4.1,119,Richmond Road,3,1000,Buffet
Yes,No,3.8,76,Koramangala 5th Block,2,500,Delivery
No,Yes,3.9,105,Brigade Road,3,1000,Dine-out
Yes,No,3.700448817952718,0,Marathahalli,1,250,Delivery
Yes,No,3.700448817952718,0,Domlur,2,500,Delivery
No,No,3.700448817952718,0,Whitefield,2,200,Delivery
Yes,Yes,4.1,531,Indiranagar,4,800,Delivery
Yes,No,3.7,29,Ulsoor,2,300,Desserts
Yes,No,3.9,257,New BEL Road,2,400,Delivery
No,No,3.9,57,Electronic City,1,200,Dine-out
No,No,3.3,9,Bommanahalli,3,150,Dine-out
Yes,No,3.7,5,JP Nagar,2,400,Delivery
Yes,No,3.2,294,HSR,2,600,Delivery
Yes,No,3.9,61,HSR,4,400,Delivery
No,No,3.700448817952718,0,Marathahalli,3,800,Delivery
No,No,3.6,10,New BEL Road,2,400,Dine-out
No,Yes,4.0,137,Wilson Garden,3,1000,Pubs and bars
Yes,No,3.4,15,Sarjapur Road,1,400,Delivery
No,No,3.5,6,BTM,1,400,Delivery
Yes,No,3.5,4,City Market,2,200,Desserts
Yes,No,4.2,310,BTM,2,600,Delivery
Yes,No,3.4,25,"Varthur Main Road, Whitefield",3,400,Delivery
Yes,No,3.5,56,Jayanagar,3,400,Desserts
Yes,No,4.3,83,HSR,3,650,Delivery
Yes,No,4.0,97,Marathahalli,3,400,Delivery
No,Yes,4.1,207,MG Road,4,1000,Pubs and bars
Yes,No,3.700448817952718,0,Majestic,1,300,Delivery
No,No,3.700448817952718,0,Jalahalli,1,250,Dine-out
Yes,No,3.6,97,Koramangala 1st Block,3,300,Delivery
Yes,No,3.6,35,JP Nagar,2,200,Delivery
Yes,No,3.2,7,Electronic City,4,300,Dine-out
Yes,No,3.7,335,BTM,3,800,Delivery
Yes,No,3.8,38,Marathahalli,3,450,Dine-out
Yes,No,3.3,46,Electronic City,3,250,Delivery
No,No,4.2,164,Ulsoor,4,750,Delivery
Yes,No,3.9,73,Shivajinagar,2,150,Desserts
No,No,3.700448817952718,0,Whitefield,3,400,Delivery
Yes,No,3.1,29,Brigade Road,2,250,Delivery
Yes,No,3.2,9,Malleshwaram,3,500,Cafes
No,No,3.700448817952718,0,Koramangala 4th Block,1,600,Delivery
Yes,No,3.9,333,BTM,4,200,Delivery
Yes,No,3.9,421,BTM,4,800,Buffet
Yes,No,4.0,169,Koramangala 5th Block,3,400,Delivery
Yes,Yes,4.4,346,Koramangala 5th Block,6,1000,Pubs and bars
No,No,4.0,1408,Koramangala 6th Block,4,1000,Drinks & nightlife
Yes,No,3.8,111,Ulsoor,1,300,Delivery
Yes,No,3.700448817952718,0,Electronic City,1,150,Dine-out
Yes,No,3.7,21,Malleshwaram,1,300,Delivery
No,No,3.7,22,Vasanth Nagar,3,1100,Dine-out
Yes,No,4.0,177,Koramangala 6th Block,4,300,Delivery
No,No,3.6,10,Brookefield,2,500,Delivery
Yes,Yes,3.8,840,Brookefield,1,750,Delivery
No,No,3.5,54,Sarjapur Road,2,900,Pubs and bars
Yes,No,3.6,16,Whitefield,1,300,Desserts
Yes,No,3.6,34,Electronic City,2,250,Dine-out
No,No,3.700448817952718,0,Bannerghatta Road,1,300,Desserts
No,No,3.8,114,Bellandur,4,550,Dine-out
Yes,Yes,4.0,1209,Koramangala 4th Block,5,650,Dine-out
Yes,No,3.5,17,BTM,2,300,Delivery
No,No,3.700448817952718,0,Banaswadi,1,300,Delivery
No,No,3.700448817952718,0,Marathahalli,2,500,Desserts
Yes,No,3.7,370,Kammanahalli,4,800,Delivery
Yes,No,3.8,94,Koramangala 1st Block,2,250,Dine-out
Yes,No,3.8,147,Whitefield,2,400,Dine-out
No,No,3.0,16,Indiranagar,3,400,Dine-out
No,No,4.2,1383,HSR,3,1100,Dine-out
Yes,No,3.3,73,Ulsoor,3,350,Delivery
No,No,3.700448817952718,0,Bommanahalli,2,250,Dine-out
No,No,3.4,11,Seshadripuram,2,800,Pubs and bars
Yes,Yes,4.4,2640,Kammanahalli,3,600,Dine-out
Yes,No,3.700448817952718,0,Marathahalli,3,400,Delivery
No,No,3.700448817952718,0,Bommanahalli,1,300,Delivery
No,Yes,3.700448817952718,0,Indiranagar,8,800,Dine-out
Yes,No,4.5,151,Koramangala 5th Block,6,500,Desserts
Yes,No,3.9,138,BTM,2,300,Dine-out
No,Yes,4.1,737,Kammanahalli,4,800,Dine-out
Yes,No,3.0,114,Frazer Town,2,500,Delivery
Yes,Yes,3.700448817952718,0,JP Nagar,6,800,Dine-out
No,No,3.9,19,Kalyan Nagar,3,450,Dine-out
Yes,No,3.7,18,Basaveshwara Nagar,2,400,Dine-out
Yes,Yes,4.1,94,Church Street,3,300,Delivery
Yes,No,4.3,894,Sarjapur Road,4,600,Delivery
No,No,3.700448817952718,0,Bannerghatta Road,2,250,Dine-out
No,No,3.6,18,Whitefield,3,500,Delivery
Yes,No,3.700448817952718,0,Koramangala 5th Block,1,300,Delivery
Yes,No,3.1,452,HSR,2,750,Dine-out
Yes,Yes,4.2,515,Shanti Nagar,5,800,Desserts
Yes,No,4.1,671,HSR,2,450,Delivery
Yes,No,3.3,42,BTM,1,500,Delivery
Yes,No,3.700448817952718,0,Brigade Road,2,400,Delivery
No,No,3.700448817952718,0,Ejipura,1,100,Delivery
Yes,No,3.8,370,Marathahalli,2,350,Dine-out
Yes,No,3.5,31,Whitefield,1,500,Dine-out
No,No,3.700448817952718,0,Basaveshwara Nagar,2,200,Dine-out
Yes,Yes,4.3,1274,Jayanagar,3,800,Delivery
Yes,No,3.5,26,Koramangala 8th Block,3,350,Delivery
No,No,3.1,49,Malleshwaram,3,800,Delivery
Yes,No,3.8,58,Marathahalli,5,500,Delivery
No,No,3.2,7,Seshadripuram,1,350,Dine-out
Yes,No,4.0,77,HSR,2,300,Cafes
Yes,No,3.9,102,Bannerghatta Road,3,450,Desserts
No,No,3.2,57,Lavelle Road,2,350,Dine-out
Yes,No,4.3,785,Frazer Town,1,300,Delivery
Yes,No,4.0,783,Koramangala 6th Block,4,750,Delivery
No,No,3.8,161,Banaswadi,1,300,Delivery
No,No,3.4,5,Indiranagar,1,400,Desserts
Yes,Yes,4.1,848,JP Nagar,3,1100,Dine-out
Yes,No,3.5,5,Koramangala 4th Block,1,800,Dine-out
Yes,No,3.2,19,BTM,2,400,Dine-out
No,No,3.2,6,Banaswadi,1,200,Desserts
Yes,No,3.700448817952718,0,New BEL Road,3,250,Delivery
Yes,No,3.700448817952718,0,Indiranagar,4,400,Delivery
No,No,4.1,1123,Brookefield,5,500,Delivery
Yes,No,4.4,149,Koramangala 5th Block,2,350,Desserts
Yes,Yes,4.3,1788,Indiranagar,2,900,Dine-out
Yes,No,4.0,870,BTM,5,500,Delivery
Yes,No,3.6,12,Bellandur,2,600,Dine-out
No,No,3.700448817952718,0,Frazer Town,1,300,Delivery
No,No,3.700448817952718,0,HSR,1,200,Dine-out
Yes,No,3.3,4,Frazer Town,2,200,Dine-out
No,No,4.0,134,Indiranagar,4,600,Cafes
No,No,3.8,82,JP Nagar,4,1000,Delivery
No,No,4.0,74,Indiranagar,2,400,Desserts
Yes,No,3.6,16,Marathahalli,2,200,Dine-out
Yes,No,4.2,287,Malleshwaram,3,700,Desserts
Yes,No,4.0,270,Koramangala 1st Block,3,450,Delivery
Yes,No,3.4,33,Bellandur,4,800,Delivery
Yes,Yes,4.2,1706,Koramangala 5th Block,5,650,Dine-out
Yes,No,3.9,1143,Koramangala 5th Block,2,500,Dine-out
Yes,No,3.6,25,Ejipura,3,200,Delivery
Yes,No,3.3,86,Marathahalli,3,300,Delivery
Yes,No,3.700448817952718,339,Jayanagar,2,300,Dine-out
Yes,No,3.5,7,Ulsoor,2,200,Delivery
No,No,3.5,12,Electronic City,4,800,Dine-out
Yes,No,3.700448817952718,0,HSR,3,400,Delivery
Yes,No,3.5,221,BTM,4,400,Delivery
Yes,No,4.3,1101,HSR,4,700,Dine-out
Yes,No,3.9,62,JP Nagar,4,300,Dine-out
Yes,No,3.2,23,CV Raman Nagar,1,150,Delivery
Yes,No,3.6,16,Basavanagudi,1,200,Delivery
Yes,No,3.9,324,Old Airport Road,2,600,Delivery
Yes,No,3.5,11,Yeshwantpur,3,400,Delivery
No,No,4.1,358,BTM,3,500,Delivery
No,No,4.2,583,Indiranagar,2,700,Delivery
Yes,Yes,4.3,1907,Jayanagar,4,800,Cafes
No,No,3.1,10,MG Road,1,400,Cafes
No,No,3.8,40,HSR,3,250,Dine-out
No,No,3.3,7,Indiranagar,2,400,Dine-out
Yes,No,4.1,46,Basavanagudi,2,400,Desserts
Yes,Yes,4.4,100,Koramangala 8th Block,3,700,Delivery
No,No,3.700448817952718,0,Kaggadasapura,6,300,Dine-out
Yes,No,3.6,218,HSR,4,400,Dine-out
No,No,3.2,17,Electronic City,1,400,Delivery
No,No,3.700448817952718,0,Rajajinagar,2,300,Dine-out
No,No,3.6,5,Bellandur,2,200,Cafes
Yes,No,4.1,110,Indiranagar,2,150,Desserts
No,No,3.700448817952718,0,Bommanahalli,3,200,Delivery
Yes,No,4.4,69,Lavelle Road,2,300,Delivery
Yes,No,4.0,69,Malleshwaram,1,500,Cafes
Yes,Yes,3.4,411,HSR,2,750,Dine-out
Yes,No,3.700448817952718,0,HSR,3,500,Delivery
Yes,No,3.5,121,Brigade Road,3,300,Dine-out
No,No,3.7,24,BTM,2,400,Delivery
No,No,4.0,1466,MG Road,3,450,Delivery
Yes,No,4.2,289,Bannerghatta Road,3,400,Dine-out
Yes,No,3.7,52,Koramangala 4th Block,3,450,Cafes
Yes,No,3.4,6,Banaswadi,2,400,Delivery
Yes,No,3.4,14,Bellandur,1,150,Dine-out
No,No,3.700448817952718,0,JP Nagar,1,150,Dine-out
No,No,3.700448817952718,0,Bannerghatta Road,1,250,Desserts
Yes,No,3.7,32,Koramangala 6th Block,1,700,Delivery
Yes,No,3.4,147,BTM,3,400,Delivery
Yes,No,3.9,421,BTM,4,800,Delivery
Yes,No,3.7,69,New BEL Road,2,650,Delivery
Yes,No,3.700448817952718,0,JP Nagar,2,400,Delivery
Yes,No,3.3,4,Bannerghatta Road,3,400,Dine-out
Yes,No,4.0,832,BTM,1,500,Delivery
Yes,No,4.2,166,Whitefield,1,600,Delivery
Yes,No,4.1,505,Koramangala 6th Block,5,600,Delivery
Yes,No,3.6,25,CV Raman Nagar,2,250,Desserts
Yes,No,3.4,4,Brookefield,1,300,Delivery
No,No,3.9,40,Frazer Town,1,200,Dine-out
Yes,No,3.7,57,Basavanagudi,4,200,Dine-out
No,No,4.1,145,Koramangala 5th Block,1,200,Desserts
No,No,3.700448817952718,0,Kalyan Nagar,1,400,Dine-out
No,No,3.700448817952718,0,Brigade Road,1,400,Desserts
Yes,No,4.2,703,Koramangala 7th Block,3,450,Delivery
No,No,4.0,1445,MG Road,3,500,Cafes
Yes,No,3.6,41,Koramangala 6th Block,2,500,Delivery
Yes,No,3.2,4,Ulsoor,2,400,Delivery
Yes,No,3.700448817952718,0,JP Nagar,3,450,Desserts
Yes,No,3.3,405,Whitefield,2,500,Delivery
Yes,No,3.9,92,HSR,3,250,Cafes
Yes,Yes,4.4,103,Koramangala 8th Block,3,700,Dine-out
No,No,3.3,6,Rajajinagar,2,700,Delivery
Yes,No,4.0,208,Whitefield,2,750,Dine-out
No,No,3.3,5,Electronic City,2,300,Delivery
Yes,No,3.9,227,Koramangala 1st Block,4,450,Delivery
Yes,No,3.9,64,Koramangala 5th Block,2,300,Delivery
Yes,No,4.2,253,Jeevan Bhima Nagar,2,400,Dine-out
Yes,No,3.7,16,Sarjapur Road,3,400,Delivery
No,No,4.2,820,Indiranagar,3,900,Delivery
Yes,No,3.9,131,Malleshwaram,3,450,Delivery
Yes,No,3.3,5,Indiranagar,1,200,Delivery
No,No,4.1,324,Koramangala 7th Block,4,700,Cafes
Yes,No,4.3,480,Koramangala 5th Block,3,450,Delivery
Yes,No,3.7,55,Whitefield,2,300,Delivery
Yes,No,3.6,10,Hosur Road,3,700,Delivery
Yes,No,4.2,34,Cunningham Road,2,300,Delivery
No,No,3.0,15,BTM,1,1000,Drinks & nightlife
Yes,No,3.9,153,JP Nagar,2,400,Desserts
Yes,No,3.700448817952718,0,HSR,3,700,Delivery
Yes,No,4.2,100,Koramangala 7th Block,3,900,Dine-out
Yes,No,3.700448817952718,0,Koramangala 4th Block,2,300,Desserts
Yes,No,3.6,44,Brigade Road,1,300,Dine-out
Yes,No,3.700448817952718,0,HSR,4,300,Delivery
Yes,Yes,3.9,1636,Whitefield,6,900,Dine-out
Yes,No,3.2,23,"Varthur Main Road, Whitefield",2,400,Delivery
Yes,No,3.9,344,HSR,2,500,Dine-out
Yes,No,3.9,393,Koramangala 7th Block,3,750,Delivery
Yes,Yes,4.5,860,Electronic City,3,600,Delivery
Yes,No,3.1,6,Indiranagar,3,600,Delivery
No,No,4.0,949,Brigade Road,2,1100,Pubs and bars
No,No,3.700448817952718,0,Banaswadi,3,300,Delivery
Yes,No,3.9,60,HSR,4,400,Dine-out
Yes,No,4.0,957,Koramangala 7th Block,3,500,Dine-out
No,No,3.5,11,Indiranagar,3,400,Desserts
Yes,No,3.7,77,HSR,2,200,Delivery
Yes,No,3.700448817952718,0,Koramangala 5th Block,1,700,Delivery
Yes,No,4.4,1093,Lavelle Road,4,600,Delivery
Yes,No,3.700448817952718,0,BTM,4,200,Dine-out
No,No,3.700448817952718,0,Whitefield,2,150,Delivery
No,No,3.9,37,MG Road,2,700,Cafes
Yes,Yes,4.2,875,Koramangala 5th Block,4,600,Delivery
No,No,4.2,220,St. Marks Road,2,150,Desserts
Yes,No,3.700448817952718,0,Indiranagar,1,400,Delivery
Yes,No,3.6,22,BTM,1,400,Delivery
Yes,No,4.1,76,Koramangala 5th Block,1,450,Dine-out
Yes,No,3.700448817952718,0,Koramangala 4th Block,2,450,Dine-out
No,No,3.700448817952718,0,Banaswadi,2,300,Dine-out
Yes,No,4.0,206,BTM,3,200,Delivery
Yes,No,3.4,8,Whitefield,2,450,Desserts
Yes,No,3.3,46,Electronic City,3,250,Dine-out
Yes,No,4.2,116,Brookefield,2,800,Dine-out
No,No,3.700448817952718,0,Electronic City,3,400,Delivery
Yes,Yes,4.2,508,Shanti Nagar,5,800,Dine-out
No,No,4.1,787,Residency Road,3,800,Delivery
Yes,No,3.7,205,Marathahalli,1,350,Delivery
No,No,3.3,16,Marathahalli,2,250,Delivery
No,No,3.700448817952718,0,Indiranagar,2,350,Dine-out
Yes,No,3.5,36,Koramangala 7th Block,1,600,Delivery
Yes,No,4.1,34,Cunningham Road,2,300,Desserts
Yes,No,3.7,297,Banaswadi,1,200,Delivery
Yes,No,3.700448817952718,0,Whitefield,2,300,Dine-out
No,No,3.4,6,BTM,1,500,Delivery
Yes,No,3.2,47,Whitefield,1,200,Delivery
Yes,No,3.3,4,Bellandur,5,900,Delivery
Yes,Yes,4.4,2403,Koramangala 4th Block,6,1000,Dine-out
Yes,No,3.5,27,JP Nagar,1,650,Cafes
Yes,Yes,4.2,2855,Residency Road,7,800,Dine-out
No,No,3.6,21,Rajajinagar,1,200,Dine-out
Yes,No,3.700448817952718,0,Electronic City,2,300,Delivery
Yes,Yes,3.7,49,BTM,2,300,Delivery
No,No,3.9,54,Indiranagar,2,200,Dine-out
Yes,No,4.0,37,Jayanagar,2,400,Desserts
Yes,No,3.2,133,Bannerghatta Road,3,500,Dine-out
Yes,No,3.700448817952718,0,Indiranagar,1,500,Dine-out
Yes,No,4.0,207,BTM,2,500,Desserts
Yes,No,3.9,194,Indiranagar,2,600,Delivery
Yes,No,3.7,31,Sarjapur Road,2,600,Dine-out
No,No,3.3,7,HSR,2,450,Delivery
Yes,No,3.5,142,HSR,2,200,Delivery
Yes,No,4.4,541,Old Airport Road,2,600,Delivery
Yes,No,4.0,61,Koramangala 6th Block,3,400,Dine-out
Yes,No,3.2,12,Basavanagudi,1,300,Delivery
No,No,3.700448817952718,0,Marathahalli,3,500,Delivery
Yes,No,4.4,7233,Koramangala 5th Block,4,600,Delivery
Yes,No,3.0,401,Jeevan Bhima Nagar,3,600,Dine-out
Yes,No,3.8,47,HSR,4,500,Dine-out
No,No,3.4,6,Whitefield,3,400,Dine-out
Yes,Yes,4.1,1324,HSR,4,800,Delivery
Yes,No,3.7,181,Jayanagar,2,500,Dine-out
No,No,3.700448817952718,0,Bannerghatta Road,1,200,Desserts
Yes,No,3.8,59,Commercial Street,2,300,Desserts
No,No,4.4,2638,Church Street,1,600,Cafes
Yes,No,3.7,117,Nagawara,5,450,Dine-out
Yes,No,3.2,17,Jayanagar,2,900,Delivery
Yes,No,4.1,43,Domlur,2,400,Desserts
No,No,3.1,10,Cunningham Road,3,800,Dine-out
Yes,No,3.6,17,Malleshwaram,1,400,Delivery
Yes,No,3.6,25,Bannerghatta Road,1,100,Dine-out
Yes,No,3.2,129,Domlur,3,400,Dine-out
Yes,Yes,4.4,9084,Koramangala 4th Block,3,600,Buffet
No,No,3.700448817952718,0,Basaveshwara Nagar,1,300,Delivery
Yes,No,3.3,6,Whitefield,2,500,Delivery
Yes,No,3.2,22,Electronic City,2,400,Delivery
Yes,No,3.9,670,BTM,1,500,Delivery
Yes,No,3.4,102,Uttarahalli,4,400,Delivery
Yes,No,4.1,192,Koramangala 8th Block,1,750,Delivery
Yes,Yes,4.0,2807,Whitefield,4,1100,Delivery
No,No,4.1,110,Jayanagar,2,700,Dine-out
Yes,No,3.7,106,Whitefield,3,400,Cafes
Yes,No,4.1,18,BTM,2,200,Delivery
Yes,No,3.7,101,RT Nagar,4,500,Delivery
No,No,4.0,74,Indiranagar,1,400,Desserts
Yes,No,4.2,504,Banashankari,5,550,Delivery
Yes,No,3.9,456,Residency Road,3,400,Dine-out
No,No,3.7,27,Sarjapur Road,3,350,Delivery
No,No,4.3,164,Ulsoor,4,750,Delivery
Yes,No,3.9,88,Residency Road,3,400,Cafes
Yes,No,4.0,148,HBR Layout,2,400,Delivery
Yes,Yes,4.2,1704,Koramangala 5th Block,5,650,Dine-out
Yes,No,3.4,11,Marathahalli,1,250,Delivery
Yes,No,3.6,71,BTM,3,350,Dine-out
Yes,No,3.7,53,Koramangala 7th Block,1,500,Delivery
No,No,3.700448817952718,0,Electronic City,2,350,Dine-out
No,No,3.6,19,Electronic City,3,400,Delivery
No,No,3.700448817952718,0,New BEL Road,1,300,Delivery
Yes,No,4.0,567,Koramangala 6th Block,2,400,Delivery
Yes,No,3.2,41,Indiranagar,1,300,Delivery
No,No,3.3,4,Kammanahalli,1,400,Delivery
Yes,No,3.5,12,BTM,1,250,Dine-out
Yes,No,3.7,479,BTM,2,850,Delivery
No,No,3.5,29,Marathahalli,1,400,Desserts
No,No,3.700448817952718,0,Kumaraswamy Layout,3,400,Dine-out
Yes,No,3.8,95,Bannerghatta Road,6,1100,Delivery
Yes,Yes,4.1,266,Brookefield,4,1000,Delivery
Yes,No,4.1,252,Frazer Town,2,350,Delivery
Yes,No,4.1,323,Koramangala 7th Block,4,700,Pubs and bars
Yes,No,3.700448817952718,0,HSR,3,250,Delivery
Yes,No,3.9,77,Domlur,2,300,Delivery
Yes,Yes,3.9,117,New BEL Road,2,700,Dine-out
Yes,No,3.700448817952718,0,Whitefield,1,250,Delivery
Yes,No,4.2,443,Ulsoor,5,700,Delivery
Yes,No,4.0,204,BTM,2,500,Cafes
Yes,No,3.8,75,Wilson Garden,4,1000,Delivery
Yes,No,4.0,220,Electronic City,3,300,Dine-out
Yes,No,4.1,33,Cunningham Road,1,400,Delivery
Yes,No,3.8,140,HSR,2,500,Delivery
Yes,No,3.6,89,New BEL Road,4,650,Delivery
Yes,No,3.5,35,Brookefield,2,550,Dine-out
Yes,No,3.7,26,HSR,3,500,Delivery
Yes,No,3.3,184,Marathahalli,3,350,Delivery
No,No,3.700448817952718,0,HSR,1,200,Desserts
No,No,4.1,71,Kalyan Nagar,2,600,Desserts
No,No,4.3,795,Church Street,7,900,Delivery
Yes,No,3.7,87,Banaswadi,1,450,Delivery
Yes,No,4.1,426,Marathahalli,1,1000,Dine-out
No,No,4.2,226,Koramangala 2nd Block,2,200,Cafes
Yes,No,3.7,37,JP Nagar,2,600,Delivery
No,No,4.2,858,Indiranagar,1,600,Cafes
Yes,No,3.7,15,Ulsoor,1,300,Delivery
Yes,No,4.0,827,BTM,1,500,Dine-out
Yes,No,3.8,246,Jayanagar,4,650,Delivery
Yes,No,4.1,433,HSR,3,750,Delivery
Yes,No,3.6,9,New BEL Road,3,300,Delivery
No,No,3.700448817952718,0,Whitefield,1,400,Desserts
Yes,No,3.9,147,Cunningham Road,2,600,Dine-out
Yes,No,3.0,27,HSR,1,500,Delivery
Yes,No,3.3,4,JP Nagar,2,300,Delivery
Yes,No,3.7,114,New BEL Road,1,400,Delivery
Yes,No,3.9,149,Frazer Town,2,500,Desserts
Yes,No,3.6,61,Sarjapur Road,3,400,Dine-out
No,No,3.4,16,Whitefield,1,500,Dine-out
No,No,3.9,107,Malleshwaram,2,250,Desserts
Yes,Yes,4.3,1287,Marathahalli,3,1100,Dine-out
No,No,4.4,228,HSR,1,150,Dine-out
Yes,No,3.1,22,Indiranagar,1,500,Delivery
Yes,Yes,3.9,146,Koramangala 4th Block,4,1000,Delivery
No,Yes,4.1,1239,JP Nagar,3,800,Dine-out
Yes,No,4.1,48,Marathahalli,1,250,Dine-out
No,No,3.700448817952718,0,Sarjapur Road,2,400,Dine-out
Yes,No,3.8,59,Commercial Street,2,300,Delivery
No,No,3.700448817952718,0,Richmond Road,3,150,Desserts
No,No,3.700448817952718,0,JP Nagar,2,200,Delivery
No,No,3.700448817952718,0,BTM,3,350,Dine-out
Yes,No,3.1,41,Bellandur,3,700,Dine-out
